,qid,title,category,sub_category,cve_id,cvss,publish_date
9846,375019,EulerOS Security Update for tigervnc (EulerOS-SA-2021-1127),Local,"Unix Authenticated Discovery, Patch Available","CVE-2019-15691,CVE-2019-15692,CVE-2019-15693,CVE-2019-15694,CVE-2019-15695,CVE-2020-26117",8.1,2/1/2021
9847,375020,EulerOS Security Update for util-linux (EulerOS-SA-2021-1128),Local,"Unix Authenticated Discovery, Patch Available",CVE-2016-2779,7.8,2/1/2021
9848,375021,EulerOS Security Update for vino (EulerOS-SA-2021-1129),Local,"Unix Authenticated Discovery, Patch Available",CVE-2019-15681,7.5,2/1/2021
9849,375022,EulerOS Security Update for webkitgtk3 (EulerOS-SA-2021-1130),Local,"Unix Authenticated Discovery, Patch Available","CVE-2018-8383,CVE-2019-6251",8.1,2/1/2021
9850,375024,EulerOS Security Update for xorg-x11-server (EulerOS-SA-2021-1132),Local,"Unix Authenticated Discovery, Patch Available","CVE-2020-14360,CVE-2020-25712,CVE-2020-14347,CVE-2020-14345,CVE-2020-14346,CVE-2020-14361,CVE-2020-14362",7.8,2/1/2021
9851,374948,EulerOS Security Update for xorg-x11-server (EulerOS-SA-2021-1038),Local,"Unix Authenticated Discovery, Patch Available","CVE-2020-14360,CVE-2020-25712",7.8,2/1/2021
9852,374949,EulerOS Security Update for 389-ds-base (EulerOS-SA-2021-1058),Local,"Unix Authenticated Discovery, Patch Available","CVE-2018-14648,CVE-2019-10171,CVE-2019-14824",7.5,2/1/2021
9853,374950,EulerOS Security Update for bind (EulerOS-SA-2021-1059),Local,"Unix Authenticated Discovery, Patch Available",CVE-2020-8623,7.5,2/1/2021
9854,374951,EulerOS Security Update for bzr (EulerOS-SA-2021-1060),Local,"Unix Authenticated Discovery, Patch Available, Exploit Available","CVE-2017-9800,CVE-2017-12836,CVE-2017-12976,CVE-2017-16228,CVE-2017-1000116,CVE-2017-1000117,CVE-2017-14176",9.8,2/1/2021
9855,374952,EulerOS Security Update for cifs-utils (EulerOS-SA-2021-1061),Local,"Unix Authenticated Discovery, Patch Available",CVE-2020-14342,7,2/1/2021
9856,374953,EulerOS Security Update for compat-libtiff3 (EulerOS-SA-2021-1062),Local,"Unix Authenticated Discovery, Patch Available","CVE-2016-10271,CVE-2017-11335",8.8,2/1/2021
9857,374954,EulerOS Security Update for curl (EulerOS-SA-2021-1063),Local,"Unix Authenticated Discovery, Patch Available",CVE-2020-8285,7.5,2/1/2021
9858,374955,EulerOS Security Update for dovecot (EulerOS-SA-2021-1064),Local,"Unix Authenticated Discovery, Patch Available","CVE-2020-12100,CVE-2015-3420",7.5,2/1/2021
9859,374956,EulerOS Security Update for evolution-data-server (EulerOS-SA-2021-1065),Local,"Unix Authenticated Discovery, Patch Available","CVE-2018-12422,CVE-2020-16117",9.8,2/1/2021
9860,374957,EulerOS Security Update for freerdp (EulerOS-SA-2021-1066),Local,"Unix Authenticated Discovery, Patch Available","CVE-2020-11045,CVE-2020-11096,CVE-2020-11523",6.6,2/1/2021
9861,374958,EulerOS Security Update for ghostscript (EulerOS-SA-2021-1067),Local,"Unix Authenticated Discovery, Patch Available","CVE-2020-16287,CVE-2020-16288,CVE-2020-16289,CVE-2020-16290,CVE-2020-16291,CVE-2020-16292,CVE-2020-16294,CVE-2020-16295,CVE-2020-16296,CVE-2020-16297,CVE-2020-16298,CVE-2020-16299,CVE-2020-16300,CVE-2020-16301,CVE-2020-16305,CVE-2020-16308,CVE-2020-16309,CVE-2020-16310,CVE-2020-17538",5.5,2/1/2021
9862,374959,EulerOS Security Update for git (EulerOS-SA-2021-1068),Local,"Unix Authenticated Discovery, Patch Available","CVE-2020-5260,CVE-2020-11008",7.5,2/1/2021
9863,374960,EulerOS Security Update for glibc (EulerOS-SA-2021-1069),Local,"Unix Authenticated Discovery, Patch Available",CVE-2016-1234,7.5,2/1/2021
9864,374962,EulerOS Security Update for glib-networking (EulerOS-SA-2021-1070),Local,"Unix Authenticated Discovery, Patch Available",CVE-2020-13645,6.5,2/1/2021
9865,374963,EulerOS Security Update for gnome-keyring (EulerOS-SA-2021-1071),Local,"Unix Authenticated Discovery, Patch Available",CVE-2018-20781,7.8,2/1/2021
9866,374964,EulerOS Security Update for gnuplot (EulerOS-SA-2021-1072),Local,"Unix Authenticated Discovery, Patch Available",CVE-2020-25559,7.8,2/1/2021
9867,374965,EulerOS Security Update for golang (EulerOS-SA-2021-1073),Local,"Unix Authenticated Discovery, Patch Available","CVE-2019-9512,CVE-2019-9514,CVE-2020-16845,CVE-2020-24553",7.5,2/1/2021
9868,374966,EulerOS Security Update for ipa (EulerOS-SA-2021-1075),Local,"Unix Authenticated Discovery, Patch Available",CVE-2017-12169,7.5,2/1/2021
9869,374967,EulerOS Security Update for ImageMagick (EulerOS-SA-2021-1074),Local,"Unix Authenticated Discovery, Patch Available","CVE-2020-13902,CVE-2020-29599,CVE-2020-27766",7.8,2/1/2021
9870,374968,EulerOS Security Update for jasper (EulerOS-SA-2021-1077),Local,"Unix Authenticated Discovery, Patch Available",CVE-2020-27828,7.8,2/1/2021
9871,374971,EulerOS Security Update for iscsi-initiator-utils (EulerOS-SA-2021-1076),Local,"Unix Authenticated Discovery, Patch Available","CVE-2020-13987,CVE-2020-13988,CVE-2020-17437",8.2,2/1/2021
9872,374972,EulerOS Security Update for krb5 (EulerOS-SA-2021-1080),Local,"Unix Authenticated Discovery, Patch Available",CVE-2020-28196,7.5,2/1/2021
9873,374973,EulerOS Security Update for lcms2 (EulerOS-SA-2021-1081),Local,"Unix Authenticated Discovery, Patch Available",CVE-2018-16435,5.5,2/1/2021
9874,374974,EulerOS Security Update for libcacard (EulerOS-SA-2021-1082),Local,"Unix Authenticated Discovery, Patch Available",CVE-2017-6414,6.5,2/1/2021
9875,374975,EulerOS Security Update for libexif (EulerOS-SA-2021-1083),Local,"Unix Authenticated Discovery, Patch Available","CVE-2019-9278,CVE-2020-0181,CVE-2020-0093,CVE-2020-0198",8.8,2/1/2021
9876,374976,EulerOS Security Update for libidn (EulerOS-SA-2021-1084),Local,"Unix Authenticated Discovery, Patch Available",CVE-2017-14062,9.8,2/1/2021
9877,374977,EulerOS Security Update for libjpeg-turbo (EulerOS-SA-2021-1085),Local,"Unix Authenticated Discovery, Patch Available",CVE-2020-14152,7.1,2/1/2021
9878,374978,EulerOS Security Update for libksba (EulerOS-SA-2021-1086),Local,"Unix Authenticated Discovery, Patch Available","CVE-2016-4356,CVE-2016-4356,CVE-2016-4574,CVE-2016-4579",7.5,2/1/2021
9879,374979,EulerOS Security Update for libproxy (EulerOS-SA-2021-1087),Local,"Unix Authenticated Discovery, Patch Available","CVE-2020-26154,CVE-2020-25219",9.8,2/1/2021
9880,374980,EulerOS Security Update for libssh (EulerOS-SA-2021-1088),Local,"Unix Authenticated Discovery, Patch Available",CVE-2020-16135,5.9,2/1/2021
9881,374981,EulerOS Security Update for libtiff (EulerOS-SA-2021-1089),Local,"Unix Authenticated Discovery, Patch Available","CVE-2016-9297,CVE-2016-9297,CVE-2016-9448,CVE-2017-11335",8.8,2/1/2021
9882,374982,EulerOS Security Update for libtirpc (EulerOS-SA-2021-1090),Local,"Unix Authenticated Discovery, Patch Available",CVE-2018-14622,7.5,2/1/2021
9883,374983,EulerOS Security Update for libvncserver (EulerOS-SA-2021-1091),Local,"Unix Authenticated Discovery, Patch Available","CVE-2016-9942,CVE-2017-18922,CVE-2019-15681,CVE-2020-25708",9.8,2/1/2021
9884,374984,EulerOS Security Update for libX11 (EulerOS-SA-2021-1092),Local,"Unix Authenticated Discovery, Patch Available","CVE-2020-14344,CVE-2020-14363",7.8,2/1/2021
9885,374985,EulerOS Security Update for libxml2 (EulerOS-SA-2021-1093),Local,"Unix Authenticated Discovery, Patch Available",CVE-2020-24977,6.5,2/1/2021
9886,374986,EulerOS Security Update for libxslt (EulerOS-SA-2021-1094),Local,"Unix Authenticated Discovery, Patch Available",CVE-2016-4738,8.8,2/1/2021
9887,374987,EulerOS Security Update for lldpad (EulerOS-SA-2021-1095),Local,"Unix Authenticated Discovery, Patch Available",CVE-2018-10932,4.3,2/1/2021
9888,374988,EulerOS Security Update for mailman (EulerOS-SA-2021-1096),Local,"Unix Authenticated Discovery, Patch Available","CVE-2018-0618,CVE-2018-13796,CVE-2020-12108,CVE-2020-12137,CVE-2020-15011",6.5,2/1/2021
9889,374989,EulerOS Security Update for minicom (EulerOS-SA-2021-1097),Local,"Unix Authenticated Discovery, Patch Available",CVE-2017-7467,9.8,2/1/2021
9890,374990,EulerOS Security Update for mutt (EulerOS-SA-2021-1098),Local,"Unix Authenticated Discovery, Patch Available",CVE-2020-28896,5.3,2/1/2021
9891,374991,EulerOS Security Update for mysql-connector-java (EulerOS-SA-2021-1099),Local,"Unix Authenticated Discovery, Patch Available",CVE-2017-3523,8.5,2/1/2021
9892,374992,EulerOS Security Update for nasm (EulerOS-SA-2021-1100),Local,"Unix Authenticated Discovery, Patch Available","CVE-2018-19214,CVE-2018-19215,CVE-2018-8881,CVE-2018-8882,CVE-2017-10686,CVE-2017-11111,CVE-2017-17818,CVE-2017-11111,CVE-2017-17811,CVE-2017-17813,CVE-2017-17814,CVE-2017-17816,CVE-2017-17817,CVE-2017-17818,CVE-2017-17820",7.8,2/1/2021
9893,374993,EulerOS Security Update for nginx (EulerOS-SA-2021-1101),Local,"Unix Authenticated Discovery, Patch Available","CVE-2019-9511,CVE-2019-9513,CVE-2019-9516",7.5,2/1/2021
9894,374994,EulerOS Security Update for nss (EulerOS-SA-2021-1102),Local,"Unix Authenticated Discovery, Patch Available","CVE-2018-18508,CVE-2019-17007,CVE-2020-25648",7.5,2/1/2021
9895,374995,EulerOS Security Update for openldap (EulerOS-SA-2021-1103),Local,"Unix Authenticated Discovery, Patch Available",CVE-2020-25692,7.5,2/1/2021
9896,374997,EulerOS Security Update for p11-kit (EulerOS-SA-2021-1105),Local,"Unix Authenticated Discovery, Patch Available",CVE-2020-29361,7.5,2/1/2021
9897,374998,EulerOS Security Update for pcp (EulerOS-SA-2021-1106),Local,"Unix Authenticated Discovery, Patch Available","CVE-2019-3695,CVE-2019-3696",7.8,2/1/2021
9898,374999,EulerOS Security Update for perl (EulerOS-SA-2021-1107),Local,"Unix Authenticated Discovery, Patch Available",CVE-2016-2381,7.5,2/1/2021
9899,375000,EulerOS Security Update for perl-DBD-MySQL (EulerOS-SA-2021-1108),Local,"Unix Authenticated Discovery, Patch Available","CVE-2016-1246,CVE-2017-10788",9.8,2/1/2021
9900,375001,EulerOS Security Update for perl-DBI (EulerOS-SA-2021-1109),Local,"Unix Authenticated Discovery, Patch Available","CVE-2014-10401,CVE-2019-20919,CVE-2020-14393",7.1,2/1/2021
9901,375002,EulerOS Security Update for perl-XML-Twig (EulerOS-SA-2021-1110),Local,"Unix Authenticated Discovery, Patch Available",CVE-2016-9180,9.1,2/1/2021
9902,375003,EulerOS Security Update for poppler (EulerOS-SA-2021-1112),Local,"Unix Authenticated Discovery, Patch Available","CVE-2019-12360,CVE-2019-12293",8.8,2/1/2021
9903,375004,EulerOS Security Update for php-pear (EulerOS-SA-2021-1111),Local,"Unix Authenticated Discovery, Patch Available",CVE-2020-28949,7.8,2/1/2021
9904,375005,EulerOS Security Update for postgresql-jdbc (EulerOS-SA-2021-1113),Local,"Unix Authenticated Discovery, Patch Available",CVE-2020-13692,7.7,2/1/2021
9905,375006,EulerOS Security Update for python (EulerOS-SA-2021-1114),Local,"Unix Authenticated Discovery, Patch Available","CVE-2020-27619,CVE-2020-26116",9.8,2/1/2021
9906,375007,EulerOS Security Update for python-ipaddress (EulerOS-SA-2021-1115),Local,"Unix Authenticated Discovery, Patch Available",CVE-2020-14422,5.9,2/1/2021
9907,375008,EulerOS Security Update for python-rtslib (EulerOS-SA-2021-1116),Local,"Unix Authenticated Discovery, Patch Available",CVE-2020-14019,7.8,2/1/2021
9908,375009,EulerOS Security Update for ruby (EulerOS-SA-2021-1117),Local,"Unix Authenticated Discovery, Patch Available","CVE-2019-16161,CVE-2019-16162,CVE-2020-25613",7.5,2/1/2021
9909,375010,EulerOS Security Update for samba (EulerOS-SA-2021-1118),Local,"Unix Authenticated Discovery, Patch Available, Exploit Available","CVE-2020-14383,CVE-2020-14318,CVE-2020-14323,CVE-2020-1472",10,2/1/2021
9910,375011,EulerOS Security Update for sane-backends (EulerOS-SA-2021-1119),Local,"Unix Authenticated Discovery, Patch Available",CVE-2017-6318,7.5,2/1/2021
9911,375012,EulerOS Security Update for spamassassin (EulerOS-SA-2021-1120),Local,"Unix Authenticated Discovery, Patch Available","CVE-2019-12420,CVE-2018-11805,CVE-2020-1931",8.1,2/1/2021
9912,375013,EulerOS Security Update for spice (EulerOS-SA-2021-1121),Local,"Unix Authenticated Discovery, Patch Available",CVE-2020-14355,6.6,2/1/2021
9913,375014,EulerOS Security Update for spice-gtk (EulerOS-SA-2021-1122),Local,"Unix Authenticated Discovery, Patch Available","CVE-2017-12194,CVE-2020-14355",9.8,2/1/2021
9914,375015,EulerOS Security Update for squid (EulerOS-SA-2021-1123),Local,"Unix Authenticated Discovery, Patch Available","CVE-2020-15049,CVE-2020-15810,CVE-2020-15811",8.8,2/1/2021
9915,374845,EulerOS Security Update for bind (EulerOS-SA-2021-1001),Local,"Unix Authenticated Discovery, Patch Available",CVE-2020-8624,4.3,2/1/2021
9916,374846,EulerOS Security Update for binutils (EulerOS-SA-2021-1002),Local,"Unix Authenticated Discovery, Patch Available","CVE-2020-16598,CVE-2020-16592",5.5,2/1/2021
9917,374847,EulerOS Security Update for curl (EulerOS-SA-2021-1003),Local,"Unix Authenticated Discovery, Patch Available","CVE-2020-8285,CVE-2020-8286",7.5,2/1/2021
9918,374848,EulerOS Security Update for glib2 (EulerOS-SA-2021-1004),Local,"Unix Authenticated Discovery, Patch Available",CVE-2020-35457,7.8,2/1/2021
9919,374849,EulerOS Security Update for glibc (EulerOS-SA-2021-1005),Local,"Unix Authenticated Discovery, Patch Available","CVE-2020-29562,CVE-2020-29573",7.5,2/1/2021
9920,374850,EulerOS Security Update for golang (EulerOS-SA-2021-1006),Local,"Unix Authenticated Discovery, Patch Available","CVE-2020-29509,CVE-2020-29510,CVE-2020-29511,CVE-2020-28367,CVE-2020-28366",7.5,2/1/2021
9921,374851,EulerOS Security Update for hunspell (EulerOS-SA-2021-1007),Local,"Unix Authenticated Discovery, Patch Available",CVE-2019-16707,6.5,2/1/2021
9922,374852,EulerOS Security Update for kernel (EulerOS-SA-2021-1009),Local,"Unix Authenticated Discovery, Patch Available","CVE-2020-0427,CVE-2020-27830,CVE-2020-0466,CVE-2020-27068,CVE-2020-25669,CVE-2020-27786,CVE-2020-29371,CVE-2020-28974,CVE-2020-29660,CVE-2020-29661,CVE-2020-28941,CVE-2020-28915,CVE-2020-25705,CVE-2020-25668,CVE-2020-15437,CVE-2020-27673,CVE-2020-29368,CVE-2020-27675,CVE-2020-27777",7.8,2/1/2021
9923,374853,EulerOS Security Update for kata-containers (EulerOS-SA-2021-1008),Local,"Unix Authenticated Discovery, Patch Available",CVE-2020-28914,7.1,2/1/2021
9924,374854,EulerOS Security Update for krb5 (EulerOS-SA-2021-1010),Local,"Unix Authenticated Discovery, Patch Available",CVE-2020-28196,7.5,2/1/2021
9925,374855,EulerOS Security Update for nss (EulerOS-SA-2021-1011),Local,"Unix Authenticated Discovery, Patch Available",CVE-2019-17006,9.8,2/1/2021
9926,374871,Apache CouchDB Windows installer Local Privilege Escalation vulnerablity,Local,"Windows Authenticated Discovery, Patch Available, Exploit Available",CVE-2016-8742,7.8,2/1/2021
9927,374892,Gentoo Linux Zabbix Root Privilege Escalation Vulnerability(GLSA 202101-11),Local,"Unix Authenticated Discovery, Patch Available",,7.3,2/1/2021
9928,374894,"Gentoo Linux Chromium, Google Chrome Multiple Vulnerabilities (GLSA 202101-13)",Local,"Unix Authenticated Discovery, Patch Available","CVE-2020-16044,CVE-2021-21117,CVE-2021-21118,CVE-2021-21119,CVE-2021-21120,CVE-2021-21121,CVE-2021-21122,CVE-2021-21123,CVE-2021-21124,CVE-2021-21125,CVE-2021-21126,CVE-2021-21127,CVE-2021-21128,CVE-2021-21129,CVE-2021-21130,CVE-2021-21131,CVE-2021-21132,CVE-2021-21133,CVE-2021-21134,CVE-2021-21135,CVE-2021-21136,CVE-2021-21137,CVE-2021-21138,CVE-2021-21139,CVE-2021-21140,CVE-2021-21141",9.6,2/1/2021
9929,374895,Gentoo Linux Mozilla Thunderbird Remote Code Execution Vulnerability (GLSA 202101-14),Local,"Unix Authenticated Discovery, Patch Available",CVE-2020-16044,8.8,2/1/2021
9930,374896,Gentoo Linux VirtualBox Multiple Vulnerabilities (GLSA 202101-15),Local,"Unix Authenticated Discovery, Patch Available","CVE-2020-14872,CVE-2020-14881,CVE-2020-14884,CVE-2020-14885,CVE-2020-14886,CVE-2020-14889,CVE-2020-14892,CVE-2021-2073,CVE-2021-2074,CVE-2021-2086,CVE-2021-2111,CVE-2021-2112,CVE-2021-2119,CVE-2021-2120,CVE-2021-2121,CVE-2021-2123,CVE-2021-2124,CVE-2021-2125,CVE-2021-2126,CVE-2021-2127,CVE-2021-2128,CVE-2021-2129,CVE-2021-2130,CVE-2021-2131",8.2,2/1/2021
9931,374897,Gentoo Linux KDE Connect Denial Of Service Vulnerability (GLSA 202101-16),Local,"Unix Authenticated Discovery, Patch Available",CVE-2020-26164,5.5,2/1/2021
9932,374898,Gentoo Linux Dnsmasq Multiple Vulnerabilities (GLSA 202101-17),Local,"Unix Authenticated Discovery, Patch Available","CVE-2020-25681,CVE-2020-25682,CVE-2020-25683,CVE-2020-25684,CVE-2020-25685,CVE-2020-25686,CVE-2020-25687",8.1,2/1/2021
9933,374899,Gentoo Linux Python Multiple Vulnerabilities (GLSA 202101-18),Local,"Unix Authenticated Discovery, Patch Available","CVE-2020-26116,CVE-2021-3177",9.8,2/1/2021
9934,374900,Gentoo Linux OpenJDK Multiple Vulnerabilities (GLSA 202101-19),Local,"Unix Authenticated Discovery, Patch Available","CVE-2020-14779,CVE-2020-14781,CVE-2020-14782,CVE-2020-14792,CVE-2020-14796,CVE-2020-14797,CVE-2020-14798,CVE-2020-14803,CVE-2020-2583,CVE-2020-2590,CVE-2020-2593,CVE-2020-2601,CVE-2020-2604,CVE-2020-2654,CVE-2020-2659",8.1,2/1/2021
9935,374901,Gentoo Linux glibc Multiple Vulnerabilities (GLSA 202101-20),Local,"Unix Authenticated Discovery, Patch Available","CVE-2016-10228,CVE-2020-1752,CVE-2020-29562,CVE-2020-29573,CVE-2020-6096",8.1,2/1/2021
9936,374903,Gentoo Linux Flatpak Sandbox Escape Vulnerability (GLSA 202101-21),Local,"Unix Authenticated Discovery, Patch Available",CVE-2021-21261,8.8,2/1/2021
9937,374904,Gentoo Linux libvirt Unintended Access to /dev/mapper/control Vulnerability (GLSA 202101-22),Local,"Unix Authenticated Discovery, Patch Available",CVE-2020-14339,8.8,2/1/2021
9938,374905,Gentoo Linux PEAR Archive_Tar Directory Traversal Vulnerability (GLSA 202101-23),Local,"Unix Authenticated Discovery, Patch Available","CVE-2020-28948,CVE-2020-28949,CVE-2020-36193",7.8,2/1/2021
9939,374906,Gentoo Linux cfitsio Multiple Vulnerabilities (GLSA 202101-24),Local,"Unix Authenticated Discovery, Patch Available","CVE-2018-3846,CVE-2018-3847,CVE-2018-3848,CVE-2018-3849",8.8,2/1/2021
9940,374907,Gentoo Linux Mutt Denial Of Service Vulnerability (GLSA 202101-25),Local,"Unix Authenticated Discovery, Patch Available",CVE-2021-3181,6.5,2/1/2021
9941,374908,Gentoo Linux f2fs-tools Multiple Vulnerabilities (GLSA 202101-26),Local,"Unix Authenticated Discovery, Patch Available","CVE-2020-6104,CVE-2020-6105,CVE-2020-6106,CVE-2020-6107,CVE-2020-6108",7.8,2/1/2021
9942,374909,Gentoo Linux FreeRADIUS Root Privilege Escalation Vulnerability (GLSA 202101-27),Local,"Unix Authenticated Discovery, Patch Available",,7.3,2/1/2021
9943,374910,Gentoo Linux ncurses Multiple Vulnerabilities (GLSA 202101-28),Local,"Unix Authenticated Discovery, Patch Available","CVE-2019-17594,CVE-2019-17595",5.4,2/1/2021
9944,374911,Gentoo Linux OpenJPEG Multiple Vulnerabilities (GLSA 202101-29),Local,"Unix Authenticated Discovery, Patch Available","CVE-2018-21010,CVE-2019-12973,CVE-2020-15389,CVE-2020-27814,CVE-2020-27841,CVE-2020-27842,CVE-2020-27843,CVE-2020-27844,CVE-2020-27845",8.8,2/1/2021
9945,374912,Gentoo Linux Qt WebEngine Multiple Vulnerabilities (GLSA 202101-30),Local,"Unix Authenticated Discovery, Patch Available","CVE-2020-15959,CVE-2020-15959,CVE-2020-15960,CVE-2020-15960,CVE-2020-15961,CVE-2020-15961,CVE-2020-15962,CVE-2020-15962,CVE-2020-15963,CVE-2020-15963,CVE-2020-15964,CVE-2020-15964,CVE-2020-15965,CVE-2020-15965,CVE-2020-15966,CVE-2020-15966,CVE-2020-15968,CVE-2020-15968,CVE-2020-15969,CVE-2020-15969,CVE-2020-15972,CVE-2020-15972,CVE-2020-15974,CVE-2020-15974,CVE-2020-15976,CVE-2020-15976,CVE-2020-15977,CVE-2020-15977,CVE-2020-15978,CVE-2020-15978,CVE-2020-15979,CVE-2020-15979,CVE-2020-15985,CVE-2020-15985,CVE-2020-15987,CVE-2020-15987,CVE-2020-15989,CVE-2020-15989,CVE-2020-15992,CVE-2020-15992,CVE-2020-16001,CVE-2020-16001,CVE-2020-16002,CVE-2020-16002,CVE-2020-16003,CVE-2020-16003,CVE-2020-6467,CVE-2020-6467,CVE-2020-6470,CVE-2020-6470,CVE-2020-6471,CVE-2020-6471,CVE-2020-6472,CVE-2020-6473,CVE-2020-6474,CVE-2020-6475,CVE-2020-6476,CVE-2020-6480,CVE-2020-6481,CVE-2020-6482,CVE-2020-6483,CVE-2020-6486,CVE-2020-6487,CVE-2020-6489,CVE-2020-6490,CVE-2020-6506,CVE-2020-6510,CVE-2020-6511,CVE-2020-6512,CVE-2020-6513,CVE-2020-6514,CVE-2020-6518,CVE-2020-6523,CVE-2020-6524,CVE-2020-6526,CVE-2020-6529,CVE-2020-6530,CVE-2020-6531,CVE-2020-6532,CVE-2020-6533,CVE-2020-6534,CVE-2020-6535,CVE-2020-6540,CVE-2020-6541,CVE-2020-6542,CVE-2020-6543,CVE-2020-6544,CVE-2020-6545,CVE-2020-6548,CVE-2020-6549,CVE-2020-6550,CVE-2020-6551,CVE-2020-6555,CVE-2020-6557,CVE-2020-6559,CVE-2020-6561,CVE-2020-6562,CVE-2020-6569,CVE-2020-6570,CVE-2020-6571,CVE-2020-6573,CVE-2020-6575,CVE-2020-6576",9.6,2/1/2021
9946,374913,Gentoo Linux Cacti Remote Code Execution Vulnerability (GLSA 202101-31),Local,"Unix Authenticated Discovery, Patch Available",CVE-2020-35701,8.8,2/1/2021
9947,374914,"Gentoo Linux Mutt, NeoMutt Information Disclosure Vulnerability (GLSA 202101-32)",Local,"Unix Authenticated Discovery, Patch Available",CVE-2020-28896,5.3,2/1/2021
9948,374919,Apple Xcode Prior To 12.4 Vulnerability (HT212153),Local,"Unix Authenticated Discovery, Patch Available",CVE-2021-1800,5.5,2/1/2021
9949,374922,EulerOS Security Update for open-iscsi (EulerOS-SA-2021-1012),Local,"Unix Authenticated Discovery, Patch Available","CVE-2020-17437,CVE-2020-13988,CVE-2020-13987",8.2,2/1/2021
9950,374923,EulerOS Security Update for openldap (EulerOS-SA-2021-1013),Local,"Unix Authenticated Discovery, Patch Available",CVE-2020-25692,7.5,2/1/2021
9951,374925,EulerOS Security Update for p11-kit (EulerOS-SA-2021-1015),Local,"Unix Authenticated Discovery, Patch Available","CVE-2020-29361,CVE-2020-29362,CVE-2020-29363",7.5,2/1/2021
9952,374926,EulerOS Security Update for python-lxml (EulerOS-SA-2021-1016),Local,"Unix Authenticated Discovery, Patch Available",CVE-2020-27783,6.1,2/1/2021
9953,374927,EulerOS Security Update for samba (EulerOS-SA-2021-1017),Local,"Unix Authenticated Discovery, Patch Available",CVE-2020-14383,6.5,2/1/2021
9954,374928,EulerOS Security Update for unbound (EulerOS-SA-2021-1018),Local,"Unix Authenticated Discovery, Patch Available",CVE-2020-28935,5.5,2/1/2021
9955,374929,EulerOS Security Update for xorg-x11-server (EulerOS-SA-2021-1019),Local,"Unix Authenticated Discovery, Patch Available","CVE-2020-14360,CVE-2020-25712",7.8,2/1/2021
9956,374930,EulerOS Security Update for bind (EulerOS-SA-2021-1020),Local,"Unix Authenticated Discovery, Patch Available",CVE-2020-8624,4.3,2/1/2021
9957,374931,EulerOS Security Update for binutils (EulerOS-SA-2021-1021),Local,"Unix Authenticated Discovery, Patch Available","CVE-2020-16598,CVE-2020-16592",5.5,2/1/2021
9958,374932,EulerOS Security Update for curl (EulerOS-SA-2021-1022),Local,"Unix Authenticated Discovery, Patch Available","CVE-2020-8285,CVE-2020-8286",7.5,2/1/2021
9959,374933,EulerOS Security Update for glib2 (EulerOS-SA-2021-1023),Local,"Unix Authenticated Discovery, Patch Available",CVE-2020-35457,7.8,2/1/2021
9960,374934,EulerOS Security Update for glibc (EulerOS-SA-2021-1024),Local,"Unix Authenticated Discovery, Patch Available","CVE-2020-29562,CVE-2020-29573",7.5,2/1/2021
9961,374935,EulerOS Security Update for golang (EulerOS-SA-2021-1025),Local,"Unix Authenticated Discovery, Patch Available","CVE-2020-29509,CVE-2020-29510,CVE-2020-29511,CVE-2020-28367,CVE-2020-28366",7.5,2/1/2021
9962,374936,EulerOS Security Update for hunspell (EulerOS-SA-2021-1026),Local,"Unix Authenticated Discovery, Patch Available",CVE-2019-16707,6.5,2/1/2021
9963,374937,EulerOS Security Update for kata-containers (EulerOS-SA-2021-1027),Local,"Unix Authenticated Discovery, Patch Available",CVE-2020-28914,7.1,2/1/2021
9964,374938,EulerOS Security Update for kernel (EulerOS-SA-2021-1028),Local,"Unix Authenticated Discovery, Patch Available","CVE-2020-0466,CVE-2020-27067,CVE-2020-27068,CVE-2020-0444,CVE-2020-0465,CVE-2020-15436,CVE-2020-15437,CVE-2020-27786,CVE-2020-27815,CVE-2020-27830,CVE-2020-29368,CVE-2020-29370,CVE-2020-29371,CVE-2020-29660,CVE-2020-29661,CVE-2020-28974,CVE-2020-27673,CVE-2020-28941,CVE-2020-27675,CVE-2020-28915,CVE-2020-14351,CVE-2020-25705,CVE-2020-25668,CVE-2020-25669,CVE-2020-27777",7.8,2/1/2021
9965,374939,EulerOS Security Update for krb5 (EulerOS-SA-2021-1029),Local,"Unix Authenticated Discovery, Patch Available",CVE-2020-28196,7.5,2/1/2021
9966,374940,EulerOS Security Update for nss (EulerOS-SA-2021-1030),Local,"Unix Authenticated Discovery, Patch Available",CVE-2019-17006,9.8,2/1/2021
9967,374941,EulerOS Security Update for open-iscsi (EulerOS-SA-2021-1031),Local,"Unix Authenticated Discovery, Patch Available","CVE-2020-17437,CVE-2020-13988,CVE-2020-13987",8.2,2/1/2021
9968,374942,EulerOS Security Update for openldap (EulerOS-SA-2021-1032),Local,"Unix Authenticated Discovery, Patch Available",CVE-2020-25692,7.5,2/1/2021
9969,374944,EulerOS Security Update for p11-kit (EulerOS-SA-2021-1034),Local,"Unix Authenticated Discovery, Patch Available","CVE-2020-29361,CVE-2020-29362,CVE-2020-29363",7.5,2/1/2021
9970,374945,EulerOS Security Update for python-lxml (EulerOS-SA-2021-1035),Local,"Unix Authenticated Discovery, Patch Available",CVE-2020-27783,6.1,2/1/2021
9971,374946,EulerOS Security Update for samba (EulerOS-SA-2021-1036),Local,"Unix Authenticated Discovery, Patch Available",CVE-2020-14383,6.5,2/1/2021
